service_id,trip_id,train_type,departure,arrival,duration
03083_28-02-2023-08.30,03083,AVE,2023-02-28 08:30:00,2023-02-28 11:15:00,2:45
03091_28-02-2023-09.00,03091,AVE,2023-02-28 09:00:00,2023-02-28 11:30:00,2:30
03093_28-02-2023-09.30,03093,AVE,2023-02-28 09:30:00,2023-02-28 12:37:00,3:7
03113_28-02-2023-11.30,03113,AVE,2023-02-28 11:30:00,2023-02-28 14:42:00,3:12
03123_28-02-2023-12.30,03123,AVE,2023-02-28 12:30:00,2023-02-28 15:40:00,3:10
03131_28-02-2023-13.00,03131,AVE,2023-02-28 13:00:00,2023-02-28 15:30:00,2:30
19725_28-02-2023-13.25,19725,AVE,2023-02-28 13:25:00,2023-02-28 16:22:00,2:57
03143_28-02-2023-14.30,03143,AVE,2023-02-28 14:30:00,2023-02-28 17:20:00,2:50
03151_28-02-2023-15.00,03151,AVE,2023-02-28 15:00:00,2023-02-28 17:29:00,2:29
03153_28-02-2023-15.30,03153,AVE,2023-02-28 15:30:00,2023-02-28 18:42:00,3:12
03161_28-02-2023-16.00,03161,AVE,2023-02-28 16:00:00,2023-02-28 18:30:00,2:30
03163_28-02-2023-16.30,03163,AVE,2023-02-28 16:30:00,2023-02-28 19:15:00,2:45
03171_28-02-2023-17.00,03171,AVE,2023-02-28 17:00:00,2023-02-28 19:30:00,2:30
03173_28-02-2023-17.30,03173,AVE,2023-02-28 17:30:00,2023-02-28 20:42:00,3:12
03183_28-02-2023-18.30,03183,AVE,2023-02-28 18:30:00,2023-02-28 21:20:00,2:50
03191_28-02-2023-19.00,03191,AVE,2023-02-28 19:00:00,2023-02-28 21:30:00,2:30
03201_28-02-2023-20.00,03201,AVE,2023-02-28 20:00:00,2023-02-28 22:30:00,2:30
03203_28-02-2023-20.40,03203,AVE,2023-02-28 20:40:00,2023-02-28 23:55:00,3:15
03211_28-02-2023-21.10,03211,AVE,2023-02-28 21:10:00,2023-02-28 23:40:00,2:30
